,PRICE
5673,75582.8141806405
5674,75582.81407688186
5675,75582.81397312507
5676,75582.81386936642
5677,75582.81376560777
5678,75582.81366184913
5679,75582.81355809048
5680,75582.8134543337
5681,75582.81335057504
5682,75582.8132468164
5683,75582.81314305775
5684,75582.8130392991
5685,75582.81293554232
5686,75582.81283178367
5687,75582.81272802502
5688,75582.81262426637
5689,75582.81252050772
5690,75582.81241675094
5691,75582.81231299229
5692,75582.81220923364
5693,75582.812105475
5694,75582.81200171635
5695,75582.81189795956
5696,75582.81179420091
5697,75582.81169044226
5698,75582.81158668362
5699,75582.81148292497
5700,75582.81137916818
5701,75582.81127540953
5702,75582.81117165089
5703,75582.81106789224
5704,75582.81096413359
5705,75582.8108603768
5706,75582.81075661816
5707,75582.81065285951
5708,75582.81054910086
5709,75582.81044534221
5710,75582.81034158543
5711,75582.81023782678
5712,75582.81013406813
5713,75582.81003030948
5714,75582.80992655084
5715,75582.80982279405
5716,75582.8097190354
5717,75582.80961527675
5718,75582.8095115181
5719,75582.80940775946
5720,75582.80930400267
5721,75582.80920024402
5722,75582.80909648538
5723,75582.80899272673
5724,75582.80888896808
5725,75582.8087852113
5726,75582.80868145265
5727,75582.808577694
5728,75582.80847393535
5729,75582.8083701767
5730,75582.80826641992
5731,75582.80816266127
5732,75582.80805890262
5733,75582.80795514397
5734,75582.80785138533
5735,75582.80774762854
5736,75582.80764386989
5737,75582.80754011124
5738,75582.8074363526
5739,75582.80733259395
5740,75582.80722883716
5741,75582.80712507851
5742,75582.80702131987
5743,75582.80691756122
5744,75582.80681380257
5745,75582.80671004578
5746,75582.80660628714
5747,75582.80650252849
5748,75582.80639876984
5749,75582.80629501119
5750,75582.8061912544
5751,75582.80608749576
5752,75582.80598373711
5753,75582.80587997846
5754,75582.80577621982
5755,75582.80567246303
5756,75582.80556870438
5757,75582.80546494573
5758,75582.80536118709
5759,75582.80525742844
5760,75582.80515367165
5761,75582.805049913
5762,75582.80494615436
5763,75582.80484239571
5764,75582.80473863706
5765,75582.80463488027
5766,75582.80453112163
5767,75582.80442736298
5768,75582.80432360433
5769,75582.80421984568
5770,75582.8041160889
5771,75582.80401233025
5772,75582.8039085716
5773,75582.80380481295
5774,79000.0
5775,42000.0
5776,27700.0
5777,66000.0
5778,39400.0
5779,34100.0
5780,53000.0
5781,65000.0
5782,75582.80287098885
5783,75582.8027672302
5784,75582.80266347155
5785,75582.80255971476
5786,75582.80245595612
5787,75582.80235219747
5788,75582.80224843882
5789,75582.80214468017
5790,75582.80204092339
5791,75582.80193716474
5792,75582.80183340609
5793,75582.80172964744
5794,75582.8016258888
5795,75582.80152213201
5796,75582.80141837336
5797,75582.80131461471
5798,75582.80121085607
5799,75582.80110709742
5800,52000.0
5801,52000.0
5802,75582.80079582334
5803,75582.80069206469
5804,75582.80058830604
5805,75582.80048454925
5806,75582.8003807906
5807,75582.80027703196
5808,75582.80017327331
5809,59000.0
5810,75582.79996575788
5811,48800.0
5812,79000.0
5813,40000.0
5814,75582.79955072328
5815,75582.7994469665
5816,75582.79934320785
5817,75582.7992394492
5818,75582.79913569055
5819,75582.7990319319
5820,75582.79892817512
5821,75582.79882441647
5822,75582.79872065783
5823,75582.79861689918
5824,52000.0
5825,75582.79840938374
5826,75582.7983056251
5827,75582.79820186645
5828,75582.7980981078
5829,75582.79799434915
5830,75582.79789059237
5831,75582.79778683372
5832,75582.79768307507
5833,75582.79757931642
5834,75582.79747555777
5835,75582.79737180099
5836,75582.79726804234
5837,75582.7971642837
5838,75582.79706052504
5839,75582.7969567664
5840,75582.79685300961
5841,75582.79674925096
5842,75582.79664549232
5843,75582.79654173367
5844,75582.79643797502
5845,75582.79633421823
5846,75582.79623045959
5847,75582.79612670094
5848,75582.79602294229
5849,75582.79591918364
5850,75582.79581542686
5851,75582.79571166821
5852,75582.79560790956
5853,75582.79550415091
5854,75582.79540039226
5855,75582.79529663548
5856,75582.79519287683
5857,75582.79508911818
5858,75582.79498535953
5859,75582.79488160089
5860,75582.79477784224
5861,75582.79467408545
5862,75582.7945703268
5863,75582.79446656816
5864,75582.79436280951
5865,75582.79425905086
5866,75582.79415529408
5867,75582.79405153543
5868,75582.79394777678
5869,75582.79384401813
5870,75582.79374025948
5871,75582.7936365027
5872,75582.79353274405
5873,75582.7934289854
5874,75582.79332522675
5875,75582.7932214681
5876,75582.79311771132
5877,75582.79301395267
5878,75582.79291019402
5879,75582.79280643538
5880,75582.79270267673
5881,75582.79259891994
5882,75582.7924951613
5883,75582.79239140265
5884,75582.792287644
5885,75582.79218388535
5886,75582.79208012857
5887,75582.79197636992
5888,75582.79187261127
5889,75582.79176885262
5890,75582.79166509397
5891,75582.79156133719
5892,75582.79145757854
5893,75582.79135381989
5894,75582.79125006124
5895,75582.7911463026
5896,75582.79104254581
5897,75582.79093878716
5898,75582.79083502851
5899,75582.79073126987
5900,75582.79062751122
5901,75582.79052375443
5902,203000.0
5903,130000.0
5904,109000.0
5905,75582.79010871984
5906,75582.79000496306
5907,75582.7899012044
5908,183000.0
5909,98000.0
5910,67000.0
5911,165000.0
5912,238000.0
5913,116000.0
5914,113000.0
5915,98000.0
5916,86000.0
5917,145000.0
5918,89000.0
5919,238000.0
5920,186000.0
5921,100000.0
5922,144000.0
5923,106000.0
5924,238000.0
5925,79000.0
5926,86000.0
5927,132000.0
5928,136000.0
5929,156000.0
5930,90000.0
5931,98000.0
5932,60000.0
5933,94000.0
5934,130000.0
5935,119000.0
5936,156000.0
5937,119000.0
5938,106000.0
5939,80000.0
5940,133000.0
5941,165000.0
5942,165000.0
5943,95000.0
5944,121000.0
5945,89000.0
5946,95000.0
5947,106000.0
5948,165000.0
5949,95000.0
5950,106000.0
5951,90000.0
5952,83000.0
5953,95000.0
5954,156000.0
5955,156000.0
5956,54000.0
5957,98000.0
5958,76000.0
5959,106000.0
5960,54000.0
5961,95000.0
5962,74000.0
5963,75000.0
5964,85000.0
5965,108000.0
5966,95000.0
5967,112000.0
5968,115000.0
5969,87000.0
5970,70000.0
5971,84000.0
5972,80000.0
5973,54000.0
5974,165000.0
5975,104000.0
5976,118000.0
5977,54000.0
5978,156000.0
5979,97000.0
5980,128000.0
5981,101000.0
5982,115000.0
5983,118000.0
5984,80000.0
5985,75000.0
5986,83000.0
5987,128000.0
5988,129000.0
5989,76000.0
5990,112000.0
5991,61000.0
5992,70000.0
5993,54000.0
5994,65000.0
5995,74000.0
5996,78000.0
5997,86000.0
5998,84000.0
5999,58000.0
6000,86000.0
6001,180000.0
6002,75000.0
6003,89000.0
6004,103000.0
6005,67000.0
6006,53000.0
6007,105000.0
6008,139000.0
6009,92000.0
6010,106000.0
6011,95132.44900969788
6012,156000.0
6013,111000.0
6014,106000.0
6015,94000.0
6016,71000.0
6017,156000.0
6018,62000.0
6019,75000.0
6020,156000.0
6021,101000.0
6022,113000.0
6023,112000.0
6024,108000.0
6025,90000.0
6026,103000.0
6027,109000.0
6028,88000.0
6029,85000.0
6030,89000.0
6031,175000.0
6032,117000.0
6033,116000.0
6034,130000.0
6035,120000.0
6036,318000.0
6037,92000.0
6038,98000.0
6039,153000.0
6040,155000.0
6041,153000.0
6042,97000.0
6043,101000.0
6044,96000.0
6045,91000.0
6046,53000.0
6047,90000.0
6048,68000.0
6049,120000.0
6050,66000.0
6051,131000.0
6052,139000.0
6053,86000.0
6055,138000.0
6056,96689.09515817091
6057,126000.0
6058,103000.0
6059,86000.0
6060,106000.0
6061,136000.0
6062,86000.0
6063,54000.0
6064,165000.0
6065,101000.0
6066,99000.0
6067,80000.0
6068,87000.0
6069,106000.0
6070,101000.0
6071,58000.0
6072,67000.0
6073,89000.0
6074,79000.0
6075,156000.0
6076,87000.0
6077,107000.0
6078,161000.0
6079,115000.0
6080,70000.0
6081,98000.0
6082,110000.0
6083,80000.0
6084,232000.0
6085,129000.0
6086,107000.0
6087,80000.0
6088,156000.0
6089,84000.0
6090,106000.0
6091,101000.0
6092,238000.0
6093,157000.0
6094,138000.0
6095,109000.0
6096,136000.0
6097,170000.0
6098,100000.0
6099,75000.0
6100,106000.0
6101,96000.0
6102,48900.0
6103,70000.0
6104,70000.0
6105,70000.0
6106,164000.0
6107,70000.0
6108,106000.0
6109,91000.0
6110,89000.0
6111,156000.0
6112,238000.0
6113,92000.0
6114,80000.0
6115,130000.0
6116,59000.0
6117,83000.0
6118,92000.0
6119,101000.0
6120,101000.0
6121,113000.0
6122,70000.0
6123,80000.0
6124,130000.0
6125,84000.0
6126,106000.0
6127,65000.0
6128,136000.0
6129,122000.0
6130,95000.0
6131,96000.0
6132,101000.0
6133,53000.0
6134,95000.0
6135,92000.0
6136,114000.0
6137,103000.0
6138,104000.0
6139,86000.0
6140,81000.0
6141,70000.0
6142,144000.0
6143,136000.0
6144,106000.0
6145,86000.0
6146,95000.0
6147,129000.0
6148,123000.0
6149,90000.0
6150,86000.0
6151,53000.0
6152,53000.0
6153,86000.0
6154,110000.0
6155,103000.0
6156,106000.0
6157,117000.0
6158,105000.0
6159,58000.0
6160,86000.0
6161,112000.0
6162,80000.0
6163,109000.0
6164,165000.0
6165,238000.0
6166,97000.0
6167,110000.0
6168,48900.0
6169,109039.11952860467
6170,156000.0
6171,90000.0
6172,48900.0
6173,101000.0
6174,90000.0
6175,109000.0
6176,83000.0
6177,54000.0
6178,156000.0
6179,92000.0
6180,111000.0
6187,58578.69241151586
0,34900.0
1,27700.0
2,97000.0
3,61000.0
4,34900.0
5,41600.0
6,52000.0
7,43000.0
8,61000.0
9,53000.0
10,38900.0
11,42900.0
13,36900.0
15,58385.47177468613
16,58385.472172436304
17,48200.0
19,58385.4733656859
20,40200.0
21,53000.0
22,40300.0
23,58385.47495668568
24,44800.0
25,44800.0
26,58385.476149935275
27,43900.0
28,44800.0
29,29400.0
30,39900.0
31,51000.0
32,38100.0
34,49900.0
35,65000.0
36,62000.0
37,51000.0
38,51000.0
39,29400.0
40,40300.0
41,41300.0
43,26400.0
44,65000.0
45,66000.0
46,53000.0
47,56000.0
48,57000.0
49,53000.0
50,27700.0
51,53000.0
52,66000.0
53,43000.0
54,53000.0
55,43900.0
56,41800.0
57,47700.0
58,73000.0
59,55000.0
60,66000.0
61,63000.0
62,43900.0
63,54711.99155550171
64,36600.0
65,53000.0
67,65000.0
68,49900.0
69,26400.0
70,40200.0
71,53000.0
72,73000.0
73,80000.0
74,66000.0
75,40200.0
76,38000.0
77,35900.0
78,75000.0
79,53000.0
80,51000.0
81,45000.0
82,66000.0
83,56000.0
84,37900.0
85,45000.0
86,47000.0
87,52000.0
88,55000.0
89,62000.0
90,50000.0
91,70000.0
92,47700.0
93,48200.0
94,41300.0
95,53000.0
96,48200.0
97,44900.0
98,37700.0
99,27700.0
100,47000.0
101,43100.0
102,49900.0
103,47700.0
104,44000.0
105,45800.0
106,58000.0
107,45900.0
108,34300.0
109,54000.0
110,55000.0
111,38400.0
112,49900.0
113,54000.0
114,48200.0
115,49500.0
116,41800.0
117,44900.0
118,39900.0
119,39900.0
120,44900.0
121,59000.0
122,50000.0
123,48200.0
124,50000.0
125,59000.0
126,51000.0
127,57000.0
128,74547.92239559628
129,74547.92279334646
130,74547.9231910957
131,74547.92358884588
132,74547.92398659606
133,74547.9243843453
134,74547.92478209548
135,74547.92517984565
136,74547.9255775949
137,74547.92597534508
138,74547.92637309525
139,74547.92677084543
140,74547.92716859467
141,74547.92756634485
142,74547.92796409503
143,74547.92836184427
144,74547.92875959445
145,74547.92915734462
146,74547.92955509387
147,74547.92995284405
148,74547.93035059422
149,74547.93074834347
150,74547.93114609364
151,74547.93154384382
152,74547.931941594
153,61486.022814732045
204,103195.71805282962
228,103195.72759882733
242,99184.43960178737
425,111269.59571652021
426,116242.91545157693
427,115451.27327500004
428,116242.91624707635
429,116242.91664482653
444,58445.042521751486
445,58445.04291950166
451,58445.04530600086
471,58445.0532609988
473,58445.05405649822
482,55389.38993348088
495,58445.062806995586
548,74792.2601900883
549,74792.26058783755
550,74792.26098558772
551,74792.2613833379
552,74792.26178108715
553,74792.26217883732
554,74792.2625765875
555,74792.26297433674
556,74792.26337208692
557,74792.2637698371
558,74792.26416758727
559,74792.26456533652
560,74792.2649630867
561,74792.26536083687
562,74792.26575858612
563,74792.26615633629
564,74792.26655408647
565,74792.26695183571
566,74792.26734958589
567,74792.26774733607
568,74792.26814508624
569,74792.26854283549
570,74792.26894058567
571,74792.26933833584
572,74792.26973608509
573,74792.27013383526
574,74792.27053158544
575,74792.27092933469
576,74792.27132708486
577,74792.27172483504
578,74792.27212258428
579,62617.94119644072
641,103114.1727975281
643,103114.17359302752
663,103114.18154802546
706,160621.14944927022
746,111192.91207077261
858,116808.03967573494
859,111724.22368191462
860,115541.99378035031
861,111724.22447741404
862,111724.22487516422
863,116808.04166448489
864,116808.04206223413
865,116808.04245998431
884,57881.597260374576
885,52573.345843033865
893,57881.60084012337
895,57881.60163562279
896,57881.60203337297
897,57881.602431123145
908,54902.322282675654
986,69197.27481131721
987,61271.45914570335
988,69197.27560681663
992,94000.0
993,58000.0
994,119000.0
995,91000.0
996,110000.0
997,105000.0
998,83000.0
999,80000.0
1000,108000.0
1001,84000.0
1002,105000.0
1003,58000.0
1004,135000.0
1005,174000.0
1006,139000.0
1007,238000.0
1008,110000.0
1009,126000.0
1010,180000.0
1011,110000.0
1012,102760.93558649346
1013,131000.0
1014,238000.0
1015,58000.0
1016,53000.0
1017,84000.0
1018,73000.0
1019,88000.0
1020,86000.0
1021,82000.0
1022,72000.0
1023,94000.0
1024,156000.0
1025,75000.0
1026,137000.0
1027,84000.0
1028,68000.0
1029,120000.0
1030,48900.0
1031,84000.0
1032,54000.0
1033,54000.0
1034,72000.0
1035,70000.0
1036,78000.0
1037,76000.0
1038,104000.0
1039,66000.0
1040,79000.0
1041,79000.0
1042,54000.0
1043,79000.0
1044,85000.0
1045,76000.0
1046,69000.0
1047,82000.0
1048,86000.0
1049,79000.0
1050,69000.0
1051,76000.0
1052,165000.0
1053,118000.0
1054,68000.0
1055,67000.0
1056,112000.0
1057,112000.0
1058,87000.0
1059,97000.0
1060,71000.0
1061,81000.0
1062,74000.0
1063,115000.0
1064,123000.0
1065,76000.0
1066,85000.0
1067,100000.0
1068,113000.0
1069,88000.0
1070,90000.0
1071,58000.0
1072,96000.0
1073,111000.0
1074,130000.0
1075,100000.0
1076,107000.0
1077,99576.4215832958
1078,105000.0
1079,107000.0
1080,87000.0
1081,145000.0
1082,97000.0
1083,69000.0
1084,74000.0
1085,76000.0
1086,80000.0
1087,80000.0
1088,82000.0
1089,75000.0
1090,48900.0
1091,48900.0
1092,102000.0
1093,70000.0
1094,71000.0
1096,83000.0
1097,120000.0
1098,48900.0
1099,67000.0
1100,48900.0
1101,111000.0
1102,156000.0
1103,135000.0
1104,65000.0
1105,65000.0
1106,97000.0
1107,96000.0
1108,72000.0
1109,191000.0
1110,130000.0
1111,88000.0
1112,127000.0
1113,238000.0
1114,139000.0
1115,109000.0
1116,96000.0
1117,160000.0
1118,84000.0
1119,126000.0
1120,119000.0
1121,113000.0
1122,232000.0
1123,98000.0
1124,113000.0
1125,141000.0
1126,156000.0
1127,79000.0
1128,84000.0
1129,70000.0
1130,98000.0
1131,111072.94017995428
1132,156000.0
1133,110000.0
1134,93000.0
1135,102000.0
1136,232000.0
1137,70000.0
1138,107000.0
1139,103000.0
1141,118000.0
1142,78000.0
1143,83000.0
1144,120000.0
1145,110000.0
1146,91000.0
1147,143000.0
1148,90000.0
1149,123000.0
1150,84000.0
1151,80000.0
1152,84000.0
1153,232000.0
1154,118000.0
1155,79000.0
1156,79000.0
1157,107000.0
1158,79000.0
1159,127000.0
1160,114000.0
1161,120000.0
1162,139000.0
1163,84000.0
1164,156000.0
1165,85000.0
1166,79000.0
1167,173000.0
1168,98000.0
1169,129000.0
1170,120000.0
1171,80000.0
1172,113000.0
1173,98000.0
1174,106000.0
1175,65000.0
1176,165000.0
1177,108000.0
1178,92000.0
1179,113000.0
1180,97000.0
1181,118000.0
1182,102000.0
1183,112000.0
1184,66000.0
1185,92000.0
1186,76000.0
1187,78000.0
1188,73000.0
1189,88000.0
1190,93000.0
1191,72000.0
1192,90000.0
1193,133000.0
1194,95000.0
1195,91000.0
1196,94000.0
1197,121000.0
1198,188000.0
1199,110000.0
1200,95000.0
1201,119000.0
1202,91000.0
1203,93000.0
1204,92000.0
1205,87000.0
1206,85000.0
1207,113000.0
1208,76000.0
1209,48900.0
1210,82000.0
1211,85000.0
1212,79000.0
1213,92000.0
1214,63000.0
1215,64000.0
1216,105000.0
1217,100000.0
1218,100000.0
1219,58000.0
1220,95000.0
1221,78000.0
1222,86000.0
1223,83000.0
1224,82000.0
1225,68000.0
1226,84000.0
1227,88000.0
1228,105000.0
1229,113000.0
1230,90000.0
1231,92000.0
1232,48900.0
1233,93000.0
1234,98000.0
1235,75000.0
1236,83000.0
1237,99000.0
1238,84000.0
1239,73000.0
1240,68000.0
1241,87000.0
1242,59000.0
1243,96000.0
1244,105000.0
1245,79000.0
1246,80000.0
1247,69000.0
1248,73000.0
1249,81000.0
1250,85000.0
1251,90000.0
1252,78000.0
1254,70000.0
1255,51000.0
1256,58000.0
1257,28400.0
1258,78000.0
1259,55000.0
1260,51000.0
1261,27700.0
1262,47600.0
1263,57000.0
1264,115422.02944678068
1265,115422.02984453086
1266,111459.109347146
1267,115422.03064003028
1268,115422.03103778046
1269,111459.1105403956
1270,111459.11093814578
1272,47600.0
1273,44900.0
1274,36900.0
1275,50000.0
1276,53000.0
1277,50000.0
1278,50000.0
1279,50000.0
1280,50000.0
1281,50000.0
1283,42600.0
1284,42300.0
1285,59000.0
1286,49400.0
1287,52000.0
1288,39300.0
1289,29400.0
1291,50000.0
1292,55000.0
1293,52000.0
1294,45900.0
1295,45600.0
1296,44200.0
1297,54000.0
1298,55000.0
1299,79000.0
1300,52000.0
1301,41000.0
1302,45800.0
1303,36000.0
1304,38600.0
1305,48800.0
1306,52000.0
1309,73000.0
1310,73000.0
1311,45900.0
1312,51000.0
1313,50000.0
1314,48000.0
1315,48800.0
1316,55000.0
1318,49100.0
1319,51000.0
1320,75000.0
1321,62000.0
1322,49000.0
1323,48000.0
1324,51594.63377388287
1325,53000.0
1326,40700.0
1327,60000.0
1328,47900.0
1329,53000.0
1330,47000.0
1331,46000.0
1332,52000.0
1333,35800.0
1334,60000.0
1335,34600.0
1336,53924.22328398004
1337,52000.0
1338,46000.0
1339,46900.0
1340,55000.0
1341,55000.0
1342,55000.0
1343,47900.0
1344,47000.0
1345,29400.0
1346,43900.0
1347,51000.0
1348,45200.0
1349,50000.0
1350,39900.0
1351,44800.0
1352,29400.0
1353,40700.0
1354,53924.23044347763
1355,46900.0
1356,55000.0
1357,51000.0
1358,57000.0
1359,60000.0
1360,55000.0
1361,40700.0
1362,56000.0
1363,50000.0
1364,50000.0
1365,57000.0
1366,42300.0
1367,33900.0
1368,27700.0
1369,35900.0
1370,60000.0
1405,71320.39619308338
1482,99425.3895314699
1550,103405.50340900291
1673,115991.91830017231
1674,116821.61136381049
1675,160208.1270110309
1705,57702.896525656804
1706,57702.89692340605
1707,57702.897321156226
1711,50856.22966963053
1723,57702.90368515439
1733,53581.52867332101
1750,57702.91442440171
1791,87000.0
1792,48900.0
1793,48900.0
1794,68000.0
1795,100000.0
1796,109000.0
1797,129000.0
1798,58000.0
1799,105000.0
1800,101000.0
1801,59554.33819930162
1802,70977.70158242434
1803,70750.0446034167
1804,70750.04500116687
1805,70750.04539891612
1806,70977.70317342412
1807,70750.04619441647
1808,85000.0
1809,91000.0
1810,114000.0
1811,97000.0
1812,104000.0
1813,95000.0
1814,135000.0
1815,129000.0
1816,93000.0
1817,91000.0
1818,58000.0
1819,111000.0
1821,73000.0
1822,68000.0
1823,58000.0
1824,125000.0
1825,103000.0
1826,112000.0
1827,100000.0
1828,89000.0
1829,140000.0
1830,100000.0
1832,162000.0
1833,84000.0
1834,119000.0
1835,131000.0
1836,59000.0
1837,68000.0
1838,64000.0
1839,108000.0
1840,156000.0
1841,102000.0
1842,116000.0
1843,81000.0
1844,85000.0
1845,98000.0
1846,60000.0
1847,106000.0
1848,93000.0
1849,98000.0
1850,85000.0
1851,97000.0
1852,126000.0
1853,93000.0
1854,82000.0
1855,80000.0
1856,87000.0
1857,78000.0
1858,71000.0
1859,65000.0
1860,165000.0
1861,108000.0
1862,103263.70892026555
1863,81000.0
1864,75000.0
1865,95000.0
1866,77000.0
1867,74000.0
1868,112000.0
1869,165000.0
1870,91000.0
1871,101000.0
1872,87000.0
1873,93000.0
1874,93000.0
1875,93000.0
1876,58000.0
1877,106000.0
1878,83000.0
1879,87000.0
